College,Required Certificate,Associates,Bachelors,Cerificate,Class,Course Code,Credit count,,,College,Associates degree,Certificates possible,Advanced Certificate,required course,class code,General Education courses,Electives,Bachelors,,,Note
BYU-I,,,Professional Studies,Family History Research,Intro to F.H. Part One: Rcrd Grp,FHGEN241,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Agribusiness Management,,,18,9,Proffesional Studies,,,
BYU-I,,,Professional Studies,Family History Research,Intro to F.H. Part Two: Analysis,FHGEN242,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Auto Services Technology,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Professional Studies,Graphic Design Fundamentals,Introduction to Graphic Design,ART 130,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Basic Accounting,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Professional Studies,Graphic Design Fundamentals,Typography,ART 230,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Business Administration,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Professional Studies,Graphic Design Fundamentals,Graphic Design,ART 235,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Business Analysis,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Professional Studies,Graphic Design Fundamentals,Interaction Design,ART 337R,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Business and Leadership Skills,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Professional Studies,Graphic Design Fundamentals,Creating Online Media,COMM 310,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Child and Family Advocacy,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Hospitality and Tourism Management,Intro to Hospitality & Tour Mgmt,HTMBC110,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Commercial Fundamentals,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Hospitality and Tourism Management,Teams and Hospitality,HTMBC130,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Community Health Methods & Evaluation,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Hospitality and Tourism Management,Accommodations Operations,HTMBC150,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Community Health Planning & Implementation,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Hospitality and Tourism Management,Food and Beverage,HTMBC220,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Computer-Aided Design and Drafting,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Hospitality and Tourism Management,Hospitality & Tour Finance Mgmt,HTMBC240,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Computer Support,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Hospitality and Tourism Management,Career Development,GS 170,1,,,BYU-I,Proffesional Studies,Commercial Fundementals,Construction Field Supervision,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Hospitality and Tourism Management,Introduction to Hospitality and Tourism,HTM 110,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Database,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Hospitality and Tourism Management,Teams & Relationships in Hospitality,HTM 130,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Entrepreneurship,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Hospitality and Tourism Management,Accommodations Operations,HTM 150,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Epidemiology,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Hospitality and Tourism Management,Food & Beverage Operations,HTM 220,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Family History Research,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Hospitality and Tourism Management,Career Success,CAR 201P,1,,,BYU-I,Proffesional Studies,Commercial Fundementals,Graphic Design Fundamentals,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Hospitality and Tourism Management,Hospitality & Tourism Financial Management,HTM 240,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Hospitality and Tourism Management,,,18,9,Proffesional Studies,,,
BYU-I,Advanced Marriage and Family Functioning.,,Marriage & Family Studies ,Human Services,The Helping Relationship,FAML 420,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Human Resource Management,,,18,9,Proffesional Studies,,,
BYU-I,Advanced Marriage and Family Functioning.,,Marriage & Family Studies ,Human Services,Family Stress and Coping,FAML 360,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Human Services,,,18,9,Proffesional Studies,,,
BYU-I,Advanced Marriage and Family Functioning.,,Marriage & Family Studies ,Human Services,Family & Community Relationships,FAML 430,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,"Marriage, Family, and Human Relations",,,18,9,Proffesional Studies,,,
BYU-I,Advanced Marriage and Family Functioning.,,Marriage & Family Studies ,Human Services,Drugs of Use and Abuse,HS 460,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Occupational Safety & Health,,,18,9,Proffesional Studies,,,
BYU-I,Advanced Marriage and Family Functioning.,,Marriage & Family Studies ,Human Services,Child Welfare Services,SW 463,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Parent and Family Education,,,18,9,Proffesional Studies,,,
BYU-I,Community Health Planning & Implementation and Community Health Methods & Evaluation,,Applied Health,Human Services,The Helping Relationship,FAML 420,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Social Media Marketing,,,18,9,Proffesional Studies,,,
BYU-I,Community Health Planning & Implementation and Community Health Methods & Evaluation,,Applied Health,Human Services,Family Stress and Coping,FAML 360,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,System Administration,,,18,9,Proffesional Studies,,,
BYU-I,Community Health Planning & Implementation and Community Health Methods & Evaluation,,Applied Health,Human Services,Family & Community Relationships,FAML 430,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Teaching English as a Foreign Language,,,18,9,Proffesional Studies,,,
BYU-I,Community Health Planning & Implementation and Community Health Methods & Evaluation,,Applied Health,Human Services,Drugs of Use and Abuse,HS 460,3,,,BYU-I,Proffesional Studies,Commercial Fundementals,Web Development,,,18,9,Proffesional Studies,,,
BYU-I,Community Health Planning & Implementation and Community Health Methods & Evaluation,,Applied Health,Human Services,Child Welfare Services,SW 463,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Administrative Assistant,,,18,9,Proffesional Studies,,,
BYU-I,,,Marriage & Family Studies,"Marriage, Family, and Human Relations",Family Relations,FAML 160,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Advanced Family History Research,,,18,9,Proffesional Studies,,,
BYU-I,,,Marriage & Family Studies,"Marriage, Family, and Human Relations",Intro Marriage & Family Studies,FAML 150,1,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Advanced Marriage and Family Functioning,,,18,9,Proffesional Studies,,,
BYU-I,,,Marriage & Family Studies,"Marriage, Family, and Human Relations",Marriage Skills,FAML 110,1,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Agribusiness Management,,,18,9,Proffesional Studies,,,
BYU-I,,,Marriage & Family Studies,"Marriage, Family, and Human Relations",Parenting,FAML 220,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Auto Services Technology,,,18,9,Proffesional Studies,,,
BYU-I,,,Marriage & Family Studies,"Marriage, Family, and Human Relations",Child Development,CHILD210,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Basic Accounting,,,18,9,Proffesional Studies,,,
BYU-I,,,Marriage & Family Studies,"Marriage, Family, and Human Relations",General Psychology,PSYCH111,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Business Administration,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Health,Medical Billing and Coding Fundamentals,Body Systems 1,MCO 201A,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Business Analysis,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Health,Medical Billing and Coding Fundamentals,Medical Coding 1,MCO 201B,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Business and Leadership Skills,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Health,Medical Billing and Coding Fundamentals,Body Systems 2,MCO 202A,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Child and Family Advocacy,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Health,Medical Billing and Coding Fundamentals,Medical Coding 2,MCO 202B,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Commercial Fundamentals,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Health,Medical Billing and Coding Fundamentals,Body Systems 3,MCO 203A,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Community Health Methods & Evaluation,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Health,Medical Billing and Coding Fundamentals,Career Success,CAR 201P,1,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Community Health Planning & Implementation,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Health,Medical Billing and Coding Fundamentals,Medical Coding 3,MCO 203B,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Computer-Aided Design and Drafting,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Medical Billing and Coding Fundamentals,Introduction to Medical Billing and Coding,MCO 180,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Computer Support,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Medical Billing and Coding Fundamentals,Body Systems 1,MCO 201A,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Construction Field Supervision,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Medical Billing and Coding Fundamentals,Medical Coding 1,MCO 201B,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Database,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Medical Billing and Coding Fundamentals,Body Systems 2,MCO 202A,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Entrepreneurship,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Medical Billing and Coding Fundamentals,Medical Coding 2,MCO 202B,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Epidemiology,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Medical Billing and Coding Fundamentals,Body Systems 3,MCO 203A,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Family History Research,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Medical Billing and Coding Fundamentals,Career Success,CAR 201P,1,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Graphic Design Fundamentals,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Medical Billing and Coding Fundamentals,Medical Coding 3,MCO 203B,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Hospitality and Tourism Management,,,18,9,Proffesional Studies,,,
BYU-I, Community Health Planning & Implementation and Community Health Methods & Evaluation.,,Applied Health,Occupational Safety and Health,Environmental Health,HS 310,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Human Resource Management,,,18,9,Proffesional Studies,,,
BYU-I, Community Health Planning & Implementation and Community Health Methods & Evaluation.,,Applied Health,Occupational Safety and Health,Occupational Safety & Risk Mgmt,HS 486,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Human Services,,,18,9,Proffesional Studies,,,
BYU-I, Community Health Planning & Implementation and Community Health Methods & Evaluation.,,Applied Health,Occupational Safety and Health,Construction Safety,CONST221,3,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,"Marriage, Family, and Human Relations",,,18,9,Proffesional Studies,,,
BYU-I, Community Health Planning & Implementation and Community Health Methods & Evaluation.,,Applied Health,Occupational Safety and Health,Industrial Fire Safety,HS 384,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Occupational Safety & Health,,,18,9,Proffesional Studies,,,
BYU-I, Community Health Planning & Implementation and Community Health Methods & Evaluation.,,Applied Health,Occupational Safety and Health,Accident Invest and Prevention,HS 484,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Parent and Family Education,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Marriage & Family Studies,Parent and Family Education,Preparation for Marriage,FAML 200,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Social Media Marketing,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Marriage & Family Studies,Parent and Family Education,Parenting Skills,FAML 120,1,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,System Administration,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Marriage & Family Studies,Parent and Family Education,Teaching Family Life Ed,FAML 445,4,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Teaching English as a Foreign Language,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Marriage & Family Studies,Parent and Family Education,Parent Education,CHILD330,2,,,BYU-I,Proffesional Studies,Community Health Planning & Implementation,Web Development,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Marriage & Family Studies,Parent and Family Education,Money Management,FCS 340,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Administrative Assistant,,,18,9,Proffesional Studies,,,
BYU-I, Advanced Marriage and Family Functioning,,Marriage & Family Studies,Parent and Family Education,Early/Middle Child Development,CHILD310,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Advanced Family History Research,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Project Management,Introduction to Project Management,PM 140,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Advanced Marriage and Family Functioning,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Project Management,Agile Project Management,CS 160,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Agribusiness Management,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Project Management,Introduction to Global Supply Chain & Operations,GSO 125,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Auto Services Technology,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Project Management,Quality Management,GSO 223,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Basic Accounting,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Project Management,Career Success,CAR 201P,1,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Business Administration,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Project Management,Advanced Project Management,PM 200,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Business Analysis,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Social Media Marketing,Intro to Social Media Marketing,SMMBC105,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Business and Leadership Skills,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Social Media Marketing,Social Media Marketing Strategy,SMMBC120,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Child and Family Advocacy,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Social Media Marketing,Social Media Marketing Content,SMMBC130,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Commercial Fundamentals,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Social Media Marketing,SMM Analytics,SMMBC150,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Community Health Methods & Evaluation,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Social Media Marketing,SMM Advocacy and Advertising,SMMBC160,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Community Health Planning & Implementation,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Business Management,Social Media Marketing,Career Development,GS 170,1,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Computer-Aided Design and Drafting,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Communication ,Social Media Marketing,Intro to Social Media Marketing,SMMBC105,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Computer Support,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Communication ,Social Media Marketing,Social Media Marketing Strategy,SMMBC120,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Construction Field Supervision,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Communication ,Social Media Marketing,Social Media Marketing Content,SMMBC130,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Database,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Communication ,Social Media Marketing,SMM Analytics,SMMBC150,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Entrepreneurship,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Communication ,Social Media Marketing,SMM Advocacy and Advertising,SMMBC160,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Epidemiology,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Communication ,Social Media Marketing,Career Development,GS 170,1,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Family History Research,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Communication ,Social Media Marketing,Introduction to Digital Marketing,DM 105,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Graphic Design Fundamentals,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Communication ,Social Media Marketing,Digital Marketing Strategy,DM 120,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Hospitality and Tourism Management,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Communication ,Social Media Marketing,Digital Marketing Analytics,DM 150,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Human Resource Management,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Communication ,Social Media Marketing,Social Media Marketing Content I,SMM 130,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Human Services,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Communication ,Social Media Marketing,Career Success,CAR 201P,1,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,"Marriage, Family, and Human Relations",,,18,9,Proffesional Studies,,,
Ensign,,,Applied Communication ,Social Media Marketing,Digital Marketing Advertising,DM 160,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Occupational Safety & Health,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Social Media Marketing,Introduction to Digital Marketing,DM 105,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Parent and Family Education,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Social Media Marketing,Digital Marketing Strategy,DM 120,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Social Media Marketing,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Social Media Marketing,Digital Marketing Analytics,DM 150,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,System Administration,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Social Media Marketing,Social Media Marketing Content I,SMM 130,3,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Teaching English as a Foreign Language,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Social Media Marketing,Career Success,CAR 201P,1,,,BYU-I,Proffesional Studies,Computer-Aided Design and Drafting,Web Development,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management,Social Media Marketing,Digital Marketing Advertising,DM 160,3,,,BYU-I,Proffesional Studies,Computer Support,Administrative Assistant,,,18,9,Proffesional Studies,,,
BYU-I,Computer Support,,Applied Technology ,System Administration,Networking,CIT 240,3,,,BYU-I,Proffesional Studies,Computer Support,Advanced Family History Research,,,18,9,Proffesional Studies,,,
BYU-I,Computer Support,,Applied Technology ,System Administration,Network Design I,CIT 241,3,,,BYU-I,Proffesional Studies,Computer Support,Advanced Marriage and Family Functioning,,,18,9,Proffesional Studies,,,
BYU-I,Computer Support,,Applied Technology ,System Administration,Systems Security I,CIT 270,3,,,BYU-I,Proffesional Studies,Computer Support,Agribusiness Management,,,18,9,Proffesional Studies,,,
BYU-I,Computer Support,,Applied Technology ,System Administration,Operating Systems I,CIT 352,3,,,BYU-I,Proffesional Studies,Computer Support,Auto Services Technology,,,18,9,Proffesional Studies,,,
BYU-I,Computer Support,,Applied Technology ,System Administration,Operating Systems II,CIT 353,3,,,BYU-I,Proffesional Studies,Computer Support,Basic Accounting,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Technical Support Engineer,Introduction to Programming,CS 105,3,,,BYU-I,Proffesional Studies,Computer Support,Business Administration,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Technical Support Engineer,PC Hardware Technician,IT 102,3,,,BYU-I,Proffesional Studies,Computer Support,Business Analysis,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Technical Support Engineer,Introduction to Information Technology,IT 125,3,,,BYU-I,Proffesional Studies,Computer Support,Business and Leadership Skills,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Technical Support Engineer,Windows Server Fundamentals,IT 235,3,,,BYU-I,Proffesional Studies,Computer Support,Child and Family Advocacy,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Technical Support Engineer,Career Success,CAR 201P,1,,,BYU-I,Proffesional Studies,Computer Support,Commercial Fundamentals,,,18,9,Proffesional Studies,,,
Ensign,,,Applied Business Management ,Technical Support Engineer,Networking Fundamentals,IT 255,3,,,BYU-I,Proffesional Studies,Computer Support,Community Health Methods & Evaluation,,,18,9,Proffesional Studies,,,
Ensgn,,, Applied Technology ,Technical Support Engineer,Introduction to Programming,CS 105,3,,,BYU-I,Proffesional Studies,Computer Support,Community Health Planning & Implementation,,,18,9,Proffesional Studies,,,
Ensgn,,, Applied Technology ,Technical Support Engineer,PC Hardware Technician,IT 102,3,,,BYU-I,Proffesional Studies,Computer Support,Computer-Aided Design and Drafting,,,18,9,Proffesional Studies,,,
Ensgn,,, Applied Technology ,Technical Support Engineer,Introduction to Information Technology,IT 125,3,,,BYU-I,Proffesional Studies,Computer Support,Computer Support,,,18,9,Proffesional Studies,,,
Ensgn,,, Applied Technology ,Technical Support Engineer,Windows Server Fundamentals,IT 235,3,,,BYU-I,Proffesional Studies,Computer Support,Construction Field Supervision,,,18,9,Proffesional Studies,,,
Ensgn,,, Applied Technology ,Technical Support Engineer,Career Success,CAR 201P,1,,,BYU-I,Proffesional Studies,Computer Support,Database,,,18,9,Proffesional Studies,,,
Ensgn,,, Applied Technology ,Technical Support Engineer,Networking Fundamentals,IT 255,3,,,BYU-I,Proffesional Studies,Computer Support,Entrepreneurship,,,18,9,Proffesional Studies,,,
BYU-I,,,Professional Studies ,TEFL (Teaching English as a Foreign Language),Introduction to TESOL,TESOL101,3,,,BYU-I,Proffesional Studies,Computer Support,Epidemiology,,,18,9,Proffesional Studies,,,
BYU-I,,,Professional Studies ,TEFL (Teaching English as a Foreign Language),TESOL Pedagogy I,TESOL102,3,,,BYU-I,Proffesional Studies,Computer Support,Family History Research,,,18,9,Proffesional Studies,,,
BYU-I,,,Professional Studies ,TEFL (Teaching English as a Foreign Language),TESOL Pedagogy II,TESOL103,3,,,BYU-I,Proffesional Studies,Computer Support,Graphic Design Fundamentals,,,18,9,Proffesional Studies,,,
BYU-I,,,Professional Studies ,TEFL (Teaching English as a Foreign Language),English Grammar for TESOL,TESOL104,3,,,BYU-I,Proffesional Studies,Computer Support,Hospitality and Tourism Management,,,18,9,Proffesional Studies,,,
BYU-I,,,Professional Studies ,TEFL (Teaching English as a Foreign Language),TESOL Practice,TESOL105,1,,,BYU-I,Proffesional Studies,Computer Support,Human Resource Management,,,18,9,Proffesional Studies,,,
BYU-I,,,Professional Studies ,TEFL (Teaching English as a Foreign Language),Diverse & Exceptional Students,SPED 360,2,,,BYU-I,Proffesional Studies,Computer Support,Human Services,,,18,9,Proffesional Studies,,,
BYU-I,,,Professional Studies ,TEFL (Teaching English as a Foreign Language),Career Development,GS 170,1,,,BYU-I,Proffesional Studies,Computer Support,"Marriage, Family, and Human Relations",,,18,9,Proffesional Studies,,,
BYU-I,Business and Leadership Skills,, Professional Studies,Human Resource Management,Organizational Principles,COMM 250,3,,,BYU-I,Proffesional Studies,Computer Support,Occupational Safety & Health,,,18,9,Proffesional Studies,,,
BYU-I,Business and Leadership Skills,, Professional Studies,Human Resource Management,General Psychology,PSYCH111,3,,,BYU-I,Proffesional Studies,Computer Support,Parent and Family Education,,,18,9,Proffesional Studies,,,
BYU-I,Business and Leadership Skills,, Professional Studies,Human Resource Management,Human Resource Management,BUS 270,3,,,BYU-I,Proffesional Studies,Computer Support,Social Media Marketing,,,18,9,Proffesional Studies,,,
BYU-I,Business and Leadership Skills,, Professional Studies,Human Resource Management,Conflict Mgmt and Negotiation,COMM 450,3,,,BYU-I,Proffesional Studies,Computer Support,System Administration,,,18,9,Proffesional Studies,,,
BYU-I,Business and Leadership Skills,, Professional Studies,Human Resource Management,Business Law,BUS 375,3,,,BYU-I,Proffesional Studies,Computer Support,Teaching English as a Foreign Language,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Technology ,Web and Computer Programming,Programming Building Blocks,CSE 110,2,,,BYU-I,Proffesional Studies,Computer Support,Web Development,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Technology ,Web and Computer Programming,Programming with Functions,CSE 111,2,,,BYU-I,Proffesional Studies,Construction Field supervision,Administrative Assistant,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Technology ,Web and Computer Programming,Web Fundamentals,WDD 130,2,,,BYU-I,Proffesional Studies,Construction Field supervision,Advanced Family History Research,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Technology ,Web and Computer Programming,JavaScript Language,CSE 121B,1,,,BYU-I,Proffesional Studies,Construction Field supervision,Advanced Marriage and Family Functioning,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Technology ,Web and Computer Programming,Programming with Classes,CSE 210,2,,,BYU-I,Proffesional Studies,Construction Field supervision,Agribusiness Management,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Technology ,Web and Computer Programming,Web Frontend Development I,WDD 230,3,,,BYU-I,Proffesional Studies,Construction Field supervision,Auto Services Technology,,,18,9,Proffesional Studies,,,
BYU-I,,,Applied Technology ,Web and Computer Programming,Career Development,GS 170,1,,,BYU-I,Proffesional Studies,Construction Field supervision,Basic Accounting,,,18,9,Proffesional Studies,,,
BYU-I,Web and Computer Programming.,,Applied Technology,Web Development,Web Frontend Development I,WDD 230,3,,,BYU-I,Proffesional Studies,Construction Field supervision,Business Administration,,,18,9,Proffesional Studies,,,
BYU-I,Web and Computer Programming.,,Applied Technology,Web Development,Web Frontend Development II,WDD 330,3,,,BYU-I,Proffesional Studies,Construction Field supervision,Business Analysis,,,18,9,Proffesional Studies,,,
BYU-I,Web and Computer Programming.,,Applied Technology,Web Development,Web Backend Development I,CSE 340,3,,,BYU-I,Proffesional Studies,Construction Field supervision,Business and Leadership Skills,,,18,9,Proffesional Studies,,,
BYU-I,Web and Computer Programming.,,Applied Technology,Web Development,Web Backend Development II,CSE 341,3,,,BYU-I,Proffesional Studies,Construction Field supervision,Child and Family Advocacy,,,18,9,Proffesional Studies,,,
BYU-I,Web and Computer Programming.,,Applied Technology,Web Development,Web Full-Stack Development,WDD 430,3,,,BYU-I,Proffesional Studies,Construction Field supervision,Commercial Fundamentals,,,18,9,Proffesional Studies,,,
,,,,,,,,,,BYU-I,Proffesional Studies,Construction Field supervision,Community Health Methods & Evaluation,,,18,9,Proffesional Studies,,,
,,,,,,,,,,BYU-I,Proffesional Studies,Construction Field supervision,Community Health Planning & Implementation,,,18,9,Proffesional Studies,,,
